date,item,quantity,unit_price,revenue,time
2024-02-06,Almond Butter Croissant,12,5.29,63.48,12:05:42
2024-02-06,Vegan Morning Bun,12,5.93,71.18,12:06:18
2024-02-07,Single-Origin Pour Over,2,5.5,11.01,12:06:54
2024-02-07,Oat Milk Latte,5,5.86,29.29,12:07:31
2024-02-07,Honey Lavender Latte,9,6.65,59.89,12:08:07
2024-02-07,Turmeric Ginger Latte,17,6.49,110.26,12:08:44
2024-02-07,Cold Brew Concentrate,20,5.71,114.15,12:09:20
2024-02-07,Nitro Cold Brew,7,6.54,45.81,12:09:56
2024-02-07,Matcha Espresso Fusion,7,7.05,49.36,12:10:33
2024-02-07,Blue Pea Flower Tea,9,4.5,40.46,12:11:09
2024-02-07,Sourdough Toast,16,5.94,95.02,12:11:46
2024-02-07,Almond Butter Croissant,6,5.48,32.9,12:12:22
2024-02-07,Vegan Morning Bun,15,6.02,90.23,12:12:58
2024-02-08,Single-Origin Pour Over,5,5.42,27.1,12:13:35
2024-02-08,Oat Milk Latte,12,6.12,73.42,12:14:11
2024-02-08,Honey Lavender Latte,7,6.67,46.7,12:14:48
2024-02-08,Turmeric Ginger Latte,15,6.59,98.86,12:15:24
2024-02-08,Cold Brew Concentrate,14,6.12,85.72,12:16:00
2024-02-08,Nitro Cold Brew,13,6.18,80.32,12:16:37
2024-02-08,Matcha Espresso Fusion,12,6.75,81.04,12:17:13
2024-02-08,Blue Pea Flower Tea,11,4.32,47.52,12:17:50
2024-02-08,Sourdough Toast,9,5.87,52.87,12:18:26
2024-02-08,Almond Butter Croissant,23,5.6,128.7,12:19:02
2024-02-08,Vegan Morning Bun,13,5.68,73.88,12:19:39
2024-02-09,Single-Origin Pour Over,11,5.29,58.18,12:20:15
2024-02-09,Oat Milk Latte,10,6.35,63.5,12:20:52
2024-02-09,Honey Lavender Latte,14,6.56,91.91,12:21:28
2024-02-09,Turmeric Ginger Latte,8,6.17,49.38,12:22:04
2024-02-09,Cold Brew Concentrate,13,5.94,77.24,12:22:41
2024-02-09,Nitro Cold Brew,12,6.63,79.58,12:23:17
2024-02-09,Matcha Espresso Fusion,13,6.65,86.51,12:23:54
2024-02-09,Blue Pea Flower Tea,10,4.63,46.27,12:24:30
2024-02-09,Sourdough Toast,9,5.99,53.92,12:25:06
2024-02-09,Almond Butter Croissant,7,5.21,36.44,12:25:43
2024-02-09,Vegan Morning Bun,5,5.87,29.34,12:26:19
2024-02-10,Single-Origin Pour Over,16,5.5,87.95,12:26:56
2024-02-10,Oat Milk Latte,14,6.36,89.04,12:27:32
2024-02-10,Honey Lavender Latte,5,6.52,32.6,12:28:08
2024-02-10,Turmeric Ginger Latte,2,6.5,12.99,12:28:45
2024-02-10,Cold Brew Concentrate,9,5.72,51.5,12:29:21
2024-02-10,Nitro Cold Brew,19,6.05,115.02,12:29:58
2024-02-10,Matcha Espresso Fusion,10,6.72,67.16,12:30:34
2024-02-10,Blue Pea Flower Tea,11,4.37,48.1,12:31:10
2024-02-10,Sourdough Toast,18,6.07,109.22,12:31:47
2024-02-10,Almond Butter Croissant,15,5.31,79.7,12:32:23
2024-02-10,Vegan Morning Bun,13,6.15,79.89,12:33:00
2024-02-11,Single-Origin Pour Over,11,5.67,62.34,12:33:36
2024-02-11,Oat Milk Latte,10,6.13,61.32,12:34:12
2024-02-11,Honey Lavender Latte,17,6.49,110.33,12:34:49
2024-02-11,Turmeric Ginger Latte,12,6.58,78.97,12:35:25
2024-02-11,Cold Brew Concentrate,14,5.9,82.62,12:36:02
2024-02-11,Nitro Cold Brew,10,6.39,63.86,12:36:38
2024-02-11,Matcha Espresso Fusion,9,7.1,63.86,12:37:14
2024-02-11,Blue Pea Flower Tea,5,4.68,23.39,12:37:51
2024-02-11,Sourdough Toast,18,6.16,110.9,12:38:27
2024-02-11,Almond Butter Croissant,12,5.01,60.06,12:39:04
2024-02-11,Vegan Morning Bun,13,6.14,79.84,12:39:40
2024-02-12,Single-Origin Pour Over,10,5.88,58.77,12:40:16
2024-02-12,Oat Milk Latte,7,6.19,43.31,12:40:53
2024-02-12,Honey Lavender Latte,8,6.51,52.08,12:41:29
2024-02-12,Turmeric Ginger Latte,21,6.2,130.14,12:42:06
2024-02-12,Cold Brew Concentrate,8,5.58,44.65,12:42:42
2024-02-12,Nitro Cold Brew,18,6.13,110.38,12:43:18
2024-02-12,Matcha Espresso Fusion,7,6.93,48.48,12:43:55
2024-02-12,Blue Pea Flower Tea,8,4.45,35.56,12:44:31
2024-02-12,Sourdough Toast,15,6.13,92.0,12:45:08
2024-02-12,Almond Butter Croissant,16,5.31,84.95,12:45:44
2024-02-12,Vegan Morning Bun,7,5.96,41.72,12:46:20
2024-02-13,Single-Origin Pour Over,1,5.29,5.29,12:46:57
2024-02-13,Oat Milk Latte,15,6.21,93.16,12:47:33
2024-02-13,Honey Lavender Latte,6,6.62,39.73,12:48:10
2024-02-13,Turmeric Ginger Latte,7,6.35,44.43,12:48:46
2024-02-13,Cold Brew Concentrate,8,5.67,45.37,12:49:22
2024-02-13,Nitro Cold Brew,16,6.47,103.48,12:49:59
2024-02-13,Matcha Espresso Fusion,15,6.91,103.63,12:50:35
2024-02-13,Blue Pea Flower Tea,12,4.43,53.2,12:51:12
2024-02-13,Sourdough Toast,16,5.9,94.47,12:51:48
2024-02-13,Almond Butter Croissant,13,5.5,71.47,12:52:24
2024-02-13,Vegan Morning Bun,7,5.9,41.28,12:53:01
2024-02-14,Single-Origin Pour Over,14,5.73,80.23,12:53:37
2024-02-14,Oat Milk Latte,8,5.99,47.92,12:54:14
2024-02-14,Honey Lavender Latte,8,6.64,53.11,12:54:50
2024-02-14,Turmeric Ginger Latte,12,6.01,72.15,12:55:26
2024-02-14,Cold Brew Concentrate,17,5.91,100.45,12:56:03
2024-02-14,Nitro Cold Brew,9,6.24,56.19,12:56:39
2024-02-14,Matcha Espresso Fusion,13,7.1,92.36,12:57:16
2024-02-14,Blue Pea Flower Tea,15,4.57,68.52,12:57:52
2024-02-14,Sourdough Toast,18,5.78,104.11,12:58:28
2024-02-14,Almond Butter Croissant,18,5.09,91.63,12:59:05
2024-02-14,Vegan Morning Bun,10,6.14,61.42,12:59:41
2024-02-15,Single-Origin Pour Over,10,5.69,56.87,13:00:18
2024-02-15,Oat Milk Latte,13,5.87,76.29,13:00:54
2024-02-15,Honey Lavender Latte,13,6.74,87.62,13:01:31
2024-02-15,Turmeric Ginger Latte,1,6.48,6.48,13:02:07
2024-02-15,Cold Brew Concentrate,14,6.02,84.27,13:02:43
2024-02-15,Nitro Cold Brew,20,6.55,131.07,13:03:20
2024-02-15,Matcha Espresso Fusion,16,6.73,107.76,13:03:56
2024-02-15,Blue Pea Flower Tea,11,4.84,53.29,13:04:33
2024-02-15,Sourdough Toast,18,6.22,111.9,13:05:09
2024-02-15,Almond Butter Croissant,13,5.33,69.32,13:05:45
2024-02-15,Vegan Morning Bun,12,5.64,67.68,13:06:22
2024-02-16,Single-Origin Pour Over,1,5.88,5.88,13:06:58
2024-02-16,Oat Milk Latte,14,5.87,82.12,13:07:35
2024-02-16,Honey Lavender Latte,16,6.33,101.29,13:08:11
2024-02-16,Turmeric Ginger Latte,22,6.45,141.96,13:08:47
2024-02-16,Cold Brew Concentrate,4,6.12,24.48,13:09:24
2024-02-16,Nitro Cold Brew,21,6.07,127.49,13:10:00
2024-02-16,Matcha Espresso Fusion,4,6.82,27.29,13:10:37
2024-02-16,Blue Pea Flower Tea,16,4.49,71.83,13:11:13
2024-02-16,Sourdough Toast,15,5.8,87.02,13:11:49
2024-02-16,Almond Butter Croissant,13,5.31,69.05,13:12:26
2024-02-16,Vegan Morning Bun,7,5.72,40.03,13:13:02
2024-02-17,Single-Origin Pour Over,17,5.86,99.69,13:13:39
2024-02-17,Oat Milk Latte,13,6.21,80.67,13:14:15
2024-02-17,Honey Lavender Latte,7,6.68,46.77,13:14:51
2024-02-17,Turmeric Ginger Latte,8,6.21,49.67,13:15:28
2024-02-17,Cold Brew Concentrate,12,6.01,72.18,13:16:04
2024-02-17,Nitro Cold Brew,22,6.6,145.12,13:16:41
2024-02-17,Matcha Espresso Fusion,19,6.57,124.79,13:17:17
2024-02-17,Blue Pea Flower Tea,10,4.51,45.09,13:17:53
2024-02-17,Sourdough Toast,16,6.16,98.62,13:18:30
2024-02-17,Almond Butter Croissant,15,5.6,83.94,13:19:06
2024-02-17,Vegan Morning Bun,11,5.74,63.17,13:19:43
2024-02-18,Single-Origin Pour Over,9,5.9,53.06,13:20:19
2024-02-18,Oat Milk Latte,5,5.95,29.74,13:20:55
2024-02-18,Honey Lavender Latte,4,6.56,26.26,13:21:32
2024-02-18,Turmeric Ginger Latte,11,6.62,72.81,13:22:08
2024-02-18,Cold Brew Concentrate,11,5.9,64.91,13:22:45
2024-02-18,Nitro Cold Brew,11,6.51,71.61,13:23:21
2024-02-18,Matcha Espresso Fusion,8,6.73,53.88,13:23:57
2024-02-18,Blue Pea Flower Tea,10,4.76,47.62,13:24:34
2024-02-18,Sourdough Toast,10,6.2,62.04,13:25:10
2024-02-18,Almond Butter Croissant,11,5.17,56.9,13:25:47
2024-02-18,Vegan Morning Bun,1,5.63,5.63,13:26:23
2024-02-19,Single-Origin Pour Over,19,5.51,104.63,13:26:59
2024-02-19,Oat Milk Latte,13,5.85,76.02,13:27:36
2024-02-19,Honey Lavender Latte,3,6.9,20.7,13:28:12
2024-02-19,Turmeric Ginger Latte,14,6.16,86.28,13:28:49
2024-02-19,Cold Brew Concentrate,15,6.12,91.79,13:29:25
2024-02-19,Nitro Cold Brew,9,6.19,55.72,13:30:01
2024-02-19,Matcha Espresso Fusion,10,7.01,70.14,13:30:38
2024-02-19,Blue Pea Flower Tea,12,4.52,54.29,13:31:14
2024-02-19,Sourdough Toast,13,6.23,81.03,13:31:51
2024-02-19,Almond Butter Croissant,12,5.32,63.82,13:32:27
2024-02-19,Vegan Morning Bun,17,5.76,97.97,13:33:03
2024-02-20,Single-Origin Pour Over,2,5.33,10.65,13:33:40
2024-02-20,Oat Milk Latte,2,6.36,12.71,13:34:16
2024-02-20,Honey Lavender Latte,21,6.55,137.45,13:34:53
2024-02-20,Turmeric Ginger Latte,13,6.51,84.6,13:35:29
2024-02-20,Cold Brew Concentrate,14,6.12,85.72,13:36:05
2024-02-20,Nitro Cold Brew,9,6.08,54.76,13:36:42
2024-02-20,Matcha Espresso Fusion,9,7.0,63.04,13:37:18
2024-02-20,Blue Pea Flower Tea,11,4.59,50.49,13:37:55
2024-02-20,Sourdough Toast,11,6.23,68.54,13:38:31
2024-02-20,Almond Butter Croissant,13,5.05,65.62,13:39:07
2024-02-20,Vegan Morning Bun,5,5.52,27.58,13:39:44
2024-02-21,Single-Origin Pour Over,17,5.45,92.61,13:40:20
2024-02-21,Oat Milk Latte,9,6.32,56.89,13:40:57
2024-02-21,Honey Lavender Latte,12,6.52,78.26,13:41:33
2024-02-21,Turmeric Ginger Latte,14,6.6,92.46,13:42:09
2024-02-21,Cold Brew Concentrate,12,5.97,71.61,13:42:46
2024-02-21,Nitro Cold Brew,15,6.41,96.19,13:43:22
2024-02-21,Matcha Espresso Fusion,14,6.89,96.52,13:43:59
2024-02-21,Blue Pea Flower Tea,15,4.61,69.18,13:44:35
2024-02-21,Sourdough Toast,5,6.11,30.53,13:45:11
2024-02-21,Almond Butter Croissant,10,5.36,53.59,13:45:48
2024-02-21,Vegan Morning Bun,9,5.73,51.61,13:46:24
2024-02-22,Single-Origin Pour Over,6,5.27,31.6,13:47:01
2024-02-22,Oat Milk Latte,21,6.26,131.54,13:47:37
2024-02-22,Honey Lavender Latte,1,6.43,6.43,13:48:13
2024-02-22,Turmeric Ginger Latte,12,6.56,78.77,13:48:50
2024-02-22,Cold Brew Concentrate,8,5.76,46.06,13:49:26
2024-02-22,Nitro Cold Brew,13,6.64,86.37,13:50:03
2024-02-22,Matcha Espresso Fusion,9,6.54,58.9,13:50:39
2024-02-22,Blue Pea Flower Tea,10,4.29,42.95,13:51:15
2024-02-22,Sourdough Toast,11,6.34,69.73,13:51:52
2024-02-22,Almond Butter Croissant,9,5.62,50.54,13:52:28
2024-02-22,Vegan Morning Bun,10,5.95,59.46,13:53:05
2024-02-23,Single-Origin Pour Over,15,5.29,79.34,13:53:41
2024-02-23,Oat Milk Latte,8,6.18,49.42,13:54:17
2024-02-23,Honey Lavender Latte,16,6.44,103.01,13:54:54
2024-02-23,Turmeric Ginger Latte,1,6.4,6.4,13:55:30
2024-02-23,Cold Brew Concentrate,7,5.71,39.99,13:56:07
2024-02-23,Nitro Cold Brew,13,6.5,84.51,13:56:43
2024-02-23,Matcha Espresso Fusion,5,6.75,33.75,13:57:19
2024-02-23,Blue Pea Flower Tea,11,4.5,49.53,13:57:56
2024-02-23,Sourdough Toast,14,6.0,84.04,13:58:32
2024-02-23,Almond Butter Croissant,14,5.64,78.94,13:59:09
2024-02-23,Vegan Morning Bun,23,5.53,127.17,13:59:45
2024-02-24,Single-Origin Pour Over,9,5.71,51.42,14:00:21
2024-02-24,Oat Milk Latte,14,5.97,83.52,14:00:58
2024-02-24,Honey Lavender Latte,9,6.36,57.27,14:01:34
2024-02-24,Turmeric Ginger Latte,9,6.59,59.33,14:02:11
2024-02-24,Cold Brew Concentrate,2,6.03,12.06,14:02:47
2024-02-24,Nitro Cold Brew,9,6.35,57.14,14:03:23
2024-02-24,Matcha Espresso Fusion,5,6.63,33.13,14:04:00
2024-02-24,Blue Pea Flower Tea,16,4.34,69.48,14:04:36
2024-02-24,Sourdough Toast,7,6.17,43.17,14:05:13
2024-02-24,Almond Butter Croissant,3,5.25,15.76,14:05:49
2024-02-24,Vegan Morning Bun,5,5.76,28.78,14:06:25
2024-02-25,Single-Origin Pour Over,9,5.61,50.48,14:07:02
2024-02-25,Oat Milk Latte,13,6.35,82.49,14:07:38
2024-02-25,Honey Lavender Latte,9,6.62,59.58,14:08:15
2024-02-25,Turmeric Ginger Latte,10,6.5,65.0,14:08:51
2024-02-25,Cold Brew Concentrate,10,6.03,60.26,14:09:27
2024-02-25,Nitro Cold Brew,8,6.42,51.32,14:10:04
2024-02-25,Matcha Espresso Fusion,10,6.72,67.23,14:10:40
2024-02-25,Blue Pea Flower Tea,5,4.87,24.33,14:11:17
2024-02-25,Sourdough Toast,12,6.38,76.59,14:11:53
2024-02-25,Almond Butter Croissant,20,5.57,111.44,14:12:29
2024-02-25,Vegan Morning Bun,15,6.09,91.3,14:13:06
2024-02-26,Single-Origin Pour Over,10,5.76,57.65,14:13:42
2024-02-26,Oat Milk Latte,8,5.93,47.43,14:14:19
2024-02-26,Honey Lavender Latte,13,6.56,85.26,14:14:55
2024-02-26,Turmeric Ginger Latte,11,6.37,70.11,14:15:31
2024-02-26,Cold Brew Concentrate,9,6.09,54.8,14:16:08
2024-02-26,Nitro Cold Brew,9,6.5,58.5,14:16:44
2024-02-26,Matcha Espresso Fusion,10,7.07,70.72,14:17:21
2024-02-26,Blue Pea Flower Tea,15,4.34,65.06,14:17:57
2024-02-26,Sourdough Toast,14,6.09,85.29,14:18:33
2024-02-26,Almond Butter Croissant,10,5.27,52.68,14:19:10
2024-02-26,Vegan Morning Bun,7,5.62,39.31,14:19:46
2024-02-27,Single-Origin Pour Over,8,5.54,44.35,14:20:23
2024-02-27,Oat Milk Latte,7,6.23,43.59,14:20:59
2024-02-27,Honey Lavender Latte,12,6.31,75.7,14:21:35
2024-02-27,Turmeric Ginger Latte,7,6.26,43.79,14:22:12
2024-02-27,Cold Brew Concentrate,10,5.61,56.11,14:22:48
2024-02-27,Nitro Cold Brew,12,6.29,75.51,14:23:25
2024-02-27,Matcha Espresso Fusion,10,6.65,66.49,14:24:01
2024-02-27,Blue Pea Flower Tea,12,4.28,51.37,14:24:37
2024-02-27,Sourdough Toast,17,6.0,101.98,14:25:14
2024-02-27,Almond Butter Croissant,5,5.19,25.97,14:25:50
2024-02-27,Vegan Morning Bun,21,5.71,119.98,14:26:27
2024-02-28,Single-Origin Pour Over,10,5.9,58.98,14:27:03
2024-02-28,Oat Milk Latte,2,6.35,12.7,14:27:39
2024-02-28,Honey Lavender Latte,16,6.36,101.68,14:28:16
2024-02-28,Turmeric Ginger Latte,12,6.41,76.91,14:28:52
2024-02-28,Cold Brew Concentrate,9,5.86,52.78,14:29:29
2024-02-28,Nitro Cold Brew,15,6.34,95.05,14:30:05
2024-02-28,Matcha Espresso Fusion,17,6.52,110.76,14:30:41
2024-02-28,Blue Pea Flower Tea,2,4.59,9.18,14:31:18
2024-02-28,Sourdough Toast,17,5.79,98.5,14:31:54
2024-02-28,Almond Butter Croissant,11,5.57,61.31,14:32:31
2024-02-28,Vegan Morning Bun,14,6.0,83.95,14:33:07
2024-02-29,Single-Origin Pour Over,10,5.64,56.42,14:33:43
2024-02-29,Oat Milk Latte,8,6.19,49.49,14:34:20
2024-02-29,Honey Lavender Latte,1,6.49,6.49,14:34:56
2024-02-29,Turmeric Ginger Latte,12,6.46,77.54,14:35:33
2024-02-29,Cold Brew Concentrate,10,5.68,56.85,14:36:09
2024-02-29,Nitro Cold Brew,13,6.23,80.96,14:36:45
2024-02-29,Matcha Espresso Fusion,11,6.55,72.02,14:37:22
2024-02-29,Blue Pea Flower Tea,10,4.51,45.05,14:37:58
2024-02-29,Sourdough Toast,14,6.12,85.64,14:38:35
2024-02-29,Almond Butter Croissant,4,5.15,20.62,14:39:11
2024-02-29,Vegan Morning Bun,11,5.83,64.11,14:39:47
2024-03-01,Single-Origin Pour Over,8,5.37,42.95,14:40:24
2024-03-01,Oat Milk Latte,9,5.88,52.89,14:41:00
2024-03-01,Honey Lavender Latte,11,6.74,74.15,14:41:37
2024-03-01,Turmeric Ginger Latte,16,6.54,104.58,14:42:13
2024-03-01,Cold Brew Concentrate,13,6.03,78.44,14:42:49
2024-03-01,Nitro Cold Brew,8,6.15,49.19,14:43:26
2024-03-01,Matcha Espresso Fusion,12,6.84,82.04,14:44:02
2024-03-01,Blue Pea Flower Tea,15,4.9,73.44,14:44:39
2024-03-01,Sourdough Toast,13,5.8,75.4,14:45:15
2024-03-01,Almond Butter Croissant,4,5.23,20.94,14:45:51
2024-03-01,Vegan Morning Bun,15,6.14,92.15,14:46:28
2024-03-02,Single-Origin Pour Over,8,5.35,42.79,14:47:04
2024-03-02,Oat Milk Latte,12,6.39,76.63,14:47:41
2024-03-02,Honey Lavender Latte,9,6.88,61.89,14:48:17
2024-03-02,Turmeric Ginger Latte,14,6.38,89.27,14:48:53
2024-03-02,Cold Brew Concentrate,15,5.51,82.65,14:49:30
2024-03-02,Nitro Cold Brew,12,6.3,75.66,14:50:06
2024-03-02,Matcha Espresso Fusion,15,6.51,97.69,14:50:43
2024-03-02,Blue Pea Flower Tea,9,4.88,43.88,14:51:19
2024-03-02,Sourdough Toast,6,6.17,36.99,14:51:55
2024-03-02,Almond Butter Croissant,7,5.48,38.36,14:52:32
2024-03-02,Vegan Morning Bun,19,5.64,107.07,14:53:08
2024-03-03,Single-Origin Pour Over,13,5.36,69.71,14:53:45
2024-03-03,Oat Milk Latte,3,6.32,18.97,14:54:21
2024-03-03,Honey Lavender Latte,11,6.86,75.42,14:54:57
2024-03-03,Turmeric Ginger Latte,3,6.24,18.72,14:55:34
2024-03-03,Cold Brew Concentrate,20,5.78,115.66,14:56:10
2024-03-03,Nitro Cold Brew,15,6.17,92.51,14:56:47
2024-03-03,Matcha Espresso Fusion,19,6.77,128.57,14:57:23
2024-03-03,Blue Pea Flower Tea,12,4.7,56.37,14:57:59
2024-03-03,Sourdough Toast,8,6.36,50.9,14:58:36
2024-03-03,Almond Butter Croissant,4,5.04,20.18,14:59:12
2024-03-03,Vegan Morning Bun,9,5.96,53.6,14:59:49
2024-03-04,Single-Origin Pour Over,17,5.4,91.8,15:00:25
2024-03-04,Oat Milk Latte,13,6.02,78.29,15:01:01
2024-03-04,Honey Lavender Latte,15,6.26,93.96,15:01:38
2024-03-04,Turmeric Ginger Latte,22,6.48,142.58,15:02:14
2024-03-04,Cold Brew Concentrate,5,5.9,29.49,15:02:51
2024-03-04,Nitro Cold Brew,13,6.32,82.17,15:03:27
2024-03-04,Matcha Espresso Fusion,19,6.79,129.1,15:04:03
2024-03-04,Blue Pea Flower Tea,5,4.85,24.26,15:04:40
2024-03-04,Sourdough Toast,9,5.94,53.43,15:05:16
2024-03-04,Almond Butter Croissant,7,5.39,37.71,15:05:53
2024-03-04,Vegan Morning Bun,15,5.71,85.59,15:06:29
2024-03-05,Single-Origin Pour Over,10,5.54,55.36,15:07:05
2024-03-05,Oat Milk Latte,2,6.04,12.07,15:07:42
2024-03-05,Honey Lavender Latte,6,6.67,40.04,15:08:18
2024-03-05,Turmeric Ginger Latte,12,6.5,78.0,15:08:55
2024-03-05,Cold Brew Concentrate,4,5.58,22.32,15:09:31
2024-03-05,Nitro Cold Brew,1,6.02,6.02,15:10:07
2024-03-05,Matcha Espresso Fusion,9,6.57,59.15,15:10:44
2024-03-05,Blue Pea Flower Tea,4,4.48,17.93,15:11:20
2024-03-05,Sourdough Toast,24,6.23,149.44,15:11:57
2024-03-05,Almond Butter Croissant,2,5.34,10.68,15:12:33
2024-03-05,Vegan Morning Bun,9,5.78,52.06,15:13:09
2024-03-06,Single-Origin Pour Over,7,5.6,39.22,15:13:46
2024-03-06,Oat Milk Latte,2,6.34,12.68,15:14:22
2024-03-06,Honey Lavender Latte,5,6.68,33.42,15:14:59
2024-03-06,Turmeric Ginger Latte,10,6.21,62.08,15:15:35
2024-03-06,Cold Brew Concentrate,22,5.53,121.74,15:16:11
2024-03-06,Nitro Cold Brew,9,6.55,58.99,15:16:48
2024-03-06,Matcha Espresso Fusion,17,6.52,110.87,15:17:24
2024-03-06,Blue Pea Flower Tea,11,4.65,51.14,15:18:01
2024-03-06,Sourdough Toast,9,6.17,55.56,15:18:37
2024-03-06,Almond Butter Croissant,16,5.26,84.21,15:19:13
2024-03-06,Vegan Morning Bun,5,5.61,28.06,15:19:50
2024-03-07,Single-Origin Pour Over,10,5.83,58.3,15:20:26
2024-03-07,Oat Milk Latte,9,5.93,53.38,15:21:03
2024-03-07,Honey Lavender Latte,6,6.89,41.34,15:21:39
2024-03-07,Turmeric Ginger Latte,12,6.58,78.98,15:22:15
2024-03-07,Cold Brew Concentrate,9,6.07,54.65,15:22:52
2024-03-07,Nitro Cold Brew,9,6.19,55.72,15:23:28
2024-03-07,Matcha Espresso Fusion,13,6.6,85.75,15:24:05
2024-03-07,Blue Pea Flower Tea,7,4.3,30.08,15:24:41
2024-03-07,Sourdough Toast,13,5.87,76.35,15:25:17
2024-03-07,Almond Butter Croissant,12,5.56,66.67,15:25:54
2024-03-07,Vegan Morning Bun,16,5.72,91.45,15:26:30
2024-03-08,Single-Origin Pour Over,13,5.48,71.2,15:27:07
2024-03-08,Oat Milk Latte,4,5.95,23.79,15:27:43
2024-03-08,Honey Lavender Latte,13,6.33,82.3,15:28:19
2024-03-08,Turmeric Ginger Latte,11,6.09,67.03,15:28:56
2024-03-08,Cold Brew Concentrate,18,6.09,109.65,15:29:32
2024-03-08,Nitro Cold Brew,22,6.35,139.8,15:30:09
2024-03-08,Matcha Espresso Fusion,11,6.93,76.27,15:30:45
2024-03-08,Blue Pea Flower Tea,18,4.65,83.68,15:31:21
2024-03-08,Sourdough Toast,10,5.88,58.82,15:31:58
2024-03-08,Almond Butter Croissant,18,5.63,101.37,15:32:34
2024-03-08,Vegan Morning Bun,4,5.73,22.92,15:33:11
2024-03-09,Single-Origin Pour Over,14,5.78,80.94,15:33:47
2024-03-09,Oat Milk Latte,6,5.95,35.7,15:34:23
2024-03-09,Honey Lavender Latte,21,6.62,138.97,15:35:00
2024-03-09,Turmeric Ginger Latte,12,6.58,78.9,15:35:36
2024-03-09,Cold Brew Concentrate,14,5.55,77.72,15:36:13
2024-03-09,Nitro Cold Brew,10,6.22,62.15,15:36:49
2024-03-09,Matcha Espresso Fusion,12,7.1,85.24,15:37:25
2024-03-09,Blue Pea Flower Tea,17,4.65,79.13,15:38:02
2024-03-09,Sourdough Toast,8,6.07,48.55,15:38:38
2024-03-09,Almond Butter Croissant,15,5.31,79.66,15:39:15
2024-03-09,Vegan Morning Bun,10,5.93,59.25,15:39:51
2024-03-10,Single-Origin Pour Over,2,5.85,11.71,15:40:27
2024-03-10,Oat Milk Latte,7,6.0,41.99,15:41:04
2024-03-10,Honey Lavender Latte,12,6.45,77.39,15:41:40
2024-03-10,Turmeric Ginger Latte,10,6.21,62.05,15:42:17
2024-03-10,Cold Brew Concentrate,3,6.01,18.03,15:42:53
2024-03-10,Nitro Cold Brew,17,6.2,105.34,15:43:29
2024-03-10,Matcha Espresso Fusion,11,7.14,78.52,15:44:06
2024-03-10,Blue Pea Flower Tea,13,4.33,56.3,15:44:42
2024-03-10,Sourdough Toast,7,5.9,41.27,15:45:19
2024-03-10,Almond Butter Croissant,13,5.24,68.13,15:45:55
2024-03-10,Vegan Morning Bun,18,5.54,99.71,15:46:31
2024-03-11,Single-Origin Pour Over,13,5.28,68.59,15:47:08
2024-03-11,Oat Milk Latte,16,5.99,95.78,15:47:44
2024-03-11,Honey Lavender Latte,9,6.31,56.76,15:48:21
2024-03-11,Turmeric Ginger Latte,12,6.42,77.02,15:48:57
2024-03-11,Cold Brew Concentrate,10,5.53,55.26,15:49:33
2024-03-11,Nitro Cold Brew,15,6.31,94.67,15:50:10
2024-03-11,Matcha Espresso Fusion,15,7.02,105.3,15:50:46
2024-03-11,Blue Pea Flower Tea,15,4.75,71.31,15:51:23
2024-03-11,Sourdough Toast,10,6.19,61.89,15:51:59
2024-03-11,Almond Butter Croissant,13,5.62,73.05,15:52:35
2024-03-11,Vegan Morning Bun,3,6.07,18.2,15:53:12
2024-03-12,Single-Origin Pour Over,11,5.75,63.21,15:53:48
2024-03-12,Oat Milk Latte,10,6.02,60.23,15:54:25
2024-03-12,Honey Lavender Latte,12,6.51,78.14,15:55:01
2024-03-12,Turmeric Ginger Latte,1,6.38,6.38,15:55:37
2024-03-12,Cold Brew Concentrate,10,5.88,58.78,15:56:14
2024-03-12,Nitro Cold Brew,6,6.27,37.65,15:56:50
2024-03-12,Matcha Espresso Fusion,15,7.03,105.49,15:57:27
2024-03-12,Blue Pea Flower Tea,2,4.35,8.7,15:58:03
2024-03-12,Sourdough Toast,19,5.87,111.55,15:58:39
2024-03-12,Almond Butter Croissant,20,5.45,109.02,15:59:16
2024-03-12,Vegan Morning Bun,14,5.89,82.48,15:59:52
2024-03-13,Single-Origin Pour Over,11,5.45,59.96,16:00:29
2024-03-13,Oat Milk Latte,7,5.75,40.27,16:01:05
2024-03-13,Honey Lavender Latte,15,6.88,103.13,16:01:41
2024-03-13,Turmeric Ginger Latte,12,6.08,72.95,16:02:18
2024-03-13,Cold Brew Concentrate,15,5.85,87.69,16:02:54
2024-03-13,Nitro Cold Brew,14,6.04,84.59,16:03:31
2024-03-13,Matcha Espresso Fusion,10,7.14,71.38,16:04:07
2024-03-13,Blue Pea Flower Tea,10,4.57,45.69,16:04:43
2024-03-13,Sourdough Toast,13,5.91,76.89,16:05:20
2024-03-13,Almond Butter Croissant,5,5.4,27.01,16:05:56
2024-03-13,Vegan Morning Bun,23,6.03,138.6,16:06:33
2024-03-14,Single-Origin Pour Over,8,5.57,44.58,16:07:09
2024-03-14,Oat Milk Latte,11,6.12,67.32,16:07:45
2024-03-14,Honey Lavender Latte,5,6.38,31.92,16:08:22
2024-03-14,Turmeric Ginger Latte,14,6.08,85.13,16:08:58
2024-03-14,Cold Brew Concentrate,16,6.0,96.04,16:09:35
2024-03-14,Nitro Cold Brew,14,6.34,88.69,16:10:11
2024-03-14,Matcha Espresso Fusion,19,6.82,129.63,16:10:47
